customer_id,customer_name,id_number,date_of_birth,gender,employment_status,monthly_income,marital_status,customer_segment,province,email,phone,credit_score,onboarding_date,source_system,record_created_at
CUST001423,Grace Bray,78110553850862,1978-11-05,M,Employed,15512.32,Married,Youth,Gauteng,sheilaedwards@example.net,+44114 496 0354,368,2018-08-13,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001424,Joshua Bradley,92090270760860,1992-09-02,M,Self-Employed,178923.76,Divorced,Business,KwaZulu-Natal,ryanjeremy@example.org,(0306) 9990826,509,2021-06-26,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001425,Mr Leon Hopkins,94122416140810,1994-12-24,F,Employed,289383.82,Married,Private Banking,KwaZulu-Natal,smithreece@example.net,(0161)4960927,651,2016-07-24,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001426,Catherine Hughes,63071504700854,1963-07-15,F,Contract,16207.32,Single,Retail,KwaZulu-Natal,shane93@example.org,0161 4960499,368,2022-08-30,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001427,Joanna Baker,55072198730839,1955-07-21,M,Employed,37790.45,Divorced,Retail,KwaZulu-Natal,khewitt@example.org,(0909) 8790359,342,2023-08-11,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001428,Dr Marcus Smith,90060236040868,1990-06-02,F,Employed,80035.06,Married,Business,KwaZulu-Natal,coledarren@example.net,(0808) 1570892,470,2017-03-28,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001429,Tom Akhtar,59041537650855,1959-04-15,F,Self-Employed,42620.52,Married,Retail,Gauteng,cjones@example.com,(020) 7496 0970,300,2017-10-21,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001430,Katy Griffiths,80102332590884,1980-10-23,F,Employed,17265.68,Single,Retail,Limpopo,nicholas99@example.com,+441632 960 641,349,2016-07-09,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001431,Duncan Vaughan,57072657860888,1957-07-26,M,Unemployed,1341.77,Single,Retail,Gauteng,zoe59@example.net,+44306 999 0095,300,2019-09-02,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001432,Eric Clayton-Wood,95040894010838,1995-04-08,M,Unemployed,3946.59,Single,Business,Eastern Cape,bethanellis@example.com,0808 1570038,300,2021-03-20,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001433,Julie Brown,65062560810819,1965-06-25,M,Employed,8414.42,Single,Senior,Gauteng,wardnigel@example.net,(0115) 4960785,316,2017-03-28,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001434,Gillian Donnelly,53070601870893,1953-07-06,F,Employed,9347.23,Divorced,Retail,KwaZulu-Natal,gharper@example.org,+4420 74960374,369,2018-05-18,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001435,Diane Andrews,72032463260886,1972-03-24,M,Employed,288326.11,Married,Private Banking,Mpumalanga,gparsons@example.org,+44(0)909 879 0070,705,2018-06-03,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001436,Graeme Smith,89041057340863,1989-04-10,M,Employed,66568.17,Single,Business,Gauteng,griffinjennifer@example.com,+44(0)1314960759,455,2015-12-17,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001437,Philip Parry,89060356060870,1989-06-03,M,Employed,8346.05,Married,Retail,Free State,helen65@example.org,0131 4960054,357,2018-05-02,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001438,Luke O'Brien,97010624450858,1997-01-06,F,Contract,10921.14,Married,Youth,Gauteng,ianporter@example.com,+44141 4960892,300,2021-05-10,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001439,Jane Reynolds-Smith,96112499810815,1996-11-24,M,Employed,14547.35,Married,Youth,Gauteng,joshuacox@example.net,+4428 9018797,300,2022-01-17,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001440,Gavin Reed,64032913030884,1964-03-29,F,Employed,245601.25,Married,Private Banking,Limpopo,jamie24@example.net,+44(0)115 4960185,635,2020-03-03,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001441,Elliott Atkinson,82082543490837,1982-08-25,F,Employed,13012.37,Single,Retail,KwaZulu-Natal,zoesmith@example.com,+44(0)161 4960047,309,2021-02-13,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001442,Dr Edward Mitchell,83061459770813,1983-06-14,M,Employed,128544.72,Married,Business,Gauteng,jacksonrosemary@example.com,(0113) 4960522,459,2017-01-21,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001443,Alexandra Curtis,75051921590841,1975-05-19,F,Self-Employed,34282.32,Married,Retail,North West,sjones@example.com,01174960714,307,2019-03-20,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001444,Miss Charlotte Murphy,84100394330845,1984-10-03,M,Employed,32994.95,Married,Retail,KwaZulu-Natal,aimee41@example.net,+441314960117,363,2023-10-10,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001445,Andrew Spencer,86090305470889,1986-09-03,F,Employed,22569.19,Married,Retail,Gauteng,cameron16@example.com,(0118) 4960953,333,2019-11-25,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001446,Clive Hunt-Lloyd,80051081710860,1980-05-10,M,Employed,137790.38,Single,Private Banking,Limpopo,gregoryjoyce@example.org,020 74960165,511,2016-01-29,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001447,Dr Donna Cox,54091213280829,1954-09-12,F,Unemployed,3995.89,Single,Youth,Western Cape,sheila79@example.net,+44(0)306 9990430,300,2016-07-21,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001448,Mr Brett Hunt,80010946480820,1980-01-09,F,Employed,40945.97,Single,Retail,Gauteng,jaynejohnson@example.org,+44(0)121 496 0757,332,2020-11-26,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001449,Rhys Wood,55113016630825,1955-11-30,F,Contract,25342.75,Single,Retail,Eastern Cape,bennettchelsea@example.net,+44118 496 0652,355,2019-12-16,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001450,Mr Daniel Taylor,79073134380872,1979-07-31,F,Employed,8913.62,Single,Youth,Eastern Cape,zleach@example.org,+44(0)808 157 0713,306,2022-10-14,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001451,Dr Stephanie Gordon,58062451140874,1958-06-24,M,Unemployed,744.43,Married,Retail,KwaZulu-Natal,lindseybuckley@example.net,02074960052,300,2018-07-07,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001452,Mrs Annette Wallace,00012204570856,2000-01-22,F,Self-Employed,190467.53,Single,Business,Mpumalanga,angela78@example.net,0141 4960293,505,2020-08-25,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001453,Ricky Lewis,84090533240881,1984-09-05,F,Employed,35491.35,Married,Retail,Limpopo,jacquelinebarker@example.org,01514960823,396,2022-09-07,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001454,Jake Butcher,75062930190863,1975-06-29,F,Contract,19579.78,Widowed,Retail,Gauteng,yday@example.net,(0141) 4960152,365,2022-12-28,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001455,Dr Elizabeth Parker,72081082210868,1972-08-10,M,Self-Employed,15269.87,Widowed,Senior,Limpopo,yhill@example.org,(0191)4960567,300,2019-01-04,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001456,Dr Toby Evans,63062903320859,1963-06-29,F,Employed,41123.08,Divorced,Retail,Western Cape,graemesmith@example.org,0161 4960590,363,2020-04-02,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001457,Dr Dale Jones,79112819150899,1979-11-28,F,Employed,14570.02,Married,Retail,Western Cape,wilsondarren@example.com,0121 4960744,309,2018-12-21,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001458,Dr Billy Williamson,57042432270829,1957-04-24,F,Self-Employed,27796.38,Married,Retail,Free State,amy55@example.org,(0191) 496 0513,300,2019-10-18,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001459,Olivia Jenkins,62090956890883,1962-09-09,M,Self-Employed,19270.09,Divorced,Youth,Eastern Cape,mitchellmathew@example.org,+44(0)1214960723,327,2020-03-25,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001460,Barry Fox-Jones,81052041950860,1981-05-20,F,Self-Employed,12927.81,Single,Youth,Gauteng,bparry@example.net,+44808 157 0114,329,2019-09-19,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001461,John Mistry,77103179650856,1977-10-31,M,Self-Employed,9476.39,Single,Retail,KwaZulu-Natal,brendawalker@example.com,+44131 496 0094,331,2019-08-08,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001462,Dr Jeffrey Bentley,85030104950848,1985-03-01,F,Self-Employed,16427.08,Married,Retail,Western Cape,rosemary48@example.org,+441164960612,355,2020-03-04,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001463,Ms Kayleigh Ellis,61072797610846,1961-07-27,M,Contract,183307.38,Single,Business,Gauteng,fquinn@example.com,(020) 7496 0619,558,2015-04-24,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001464,Katherine Fox-Davies,57080820860848,1957-08-08,F,Self-Employed,27355.4,Single,Retail,Mpumalanga,shirleyallen@example.net,+4420 7496 0473,307,2021-04-08,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001465,Thomas White-McKenzie,77101002960866,1977-10-10,F,Employed,168625.01,Married,Business,Eastern Cape,staceygreenwood@example.net,+44(0)115 4960670,483,2015-04-19,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001466,Mrs Tracy James,00022285340860,2000-02-22,M,Unemployed,4445.48,Divorced,Retail,Eastern Cape,juliadavidson@example.com,(020) 74960359,300,2023-08-07,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001467,Anne Roberts,83101816080897,1983-10-18,F,Employed,42913.28,Married,Retail,KwaZulu-Natal,colemandonna@example.com,+44118 496 0771,350,2019-09-21,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001468,Jay Tyler-Harding,79062175080887,1979-06-21,M,Employed,184552.79,Single,Business,Gauteng,ymetcalfe@example.com,020 74960242,508,2015-12-29,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001469,Ms Pamela Lewis,61061915440838,1961-06-19,F,Self-Employed,25866.86,Single,Retail,Mpumalanga,john99@example.net,+44909 8790968,308,2023-06-23,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001470,Fiona Ward,97032346490863,1997-03-23,F,Employed,11365.48,Single,Youth,Western Cape,webstervincent@example.net,0306 9990611,354,2016-07-29,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001471,Trevor Cooper-Brady,58052128160811,1958-05-21,F,Employed,30261.75,Married,Retail,Gauteng,liam06@example.com,0121 496 0524,402,2021-11-24,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001472,Miss Christine Thomas,87122724760892,1987-12-27,F,Employed,32970.84,Single,Retail,Free State,carole99@example.com,+44118 4960088,370,2018-05-23,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001473,Elliot Cox-Doherty,95081549520858,1995-08-15,F,Self-Employed,20953.94,Single,Senior,Limpopo,xgibson@example.net,+44(0)118 4960470,354,2023-10-28,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001474,Tracy Hayward,82061863700868,1982-06-18,M,Retired,17334.25,Single,Retail,KwaZulu-Natal,jennifer87@example.com,(0161) 496 0811,368,2017-09-20,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001475,Dr Matthew French,51082165540826,1951-08-21,M,Self-Employed,61165.85,Single,Business,Gauteng,hadams@example.com,+44191 496 0691,418,2021-07-05,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001476,Tina Patel,82071313830859,1982-07-13,F,Employed,20373.24,Married,Retail,Gauteng,bethberry@example.net,(0114)4960478,355,2020-09-28,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001477,Charlie Smart,77091611030865,1977-09-16,F,Employed,146683.98,Divorced,Business,Western Cape,omiller@example.com,(0121) 496 0992,506,2019-03-09,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001478,Glenn Oliver,66030409620821,1966-03-04,F,Employed,71936.26,Married,Business,KwaZulu-Natal,tcoleman@example.net,029 2018816,453,2016-06-05,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001479,Liam Watts-Smith,69032024200828,1969-03-20,F,Employed,24274.26,Single,Retail,KwaZulu-Natal,josephbutcher@example.org,0909 8790018,324,2021-12-18,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001480,Georgia Murphy-Smith,80082870940837,1980-08-28,M,Employed,484768.09,Married,Private Banking,Eastern Cape,tlowe@example.org,0161 496 0766,827,2021-02-03,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001481,Dr Robin Jenkins,93081733660895,1993-08-17,F,Employed,136398.92,Married,Business,KwaZulu-Natal,tina41@example.net,0131 496 0712,527,2021-05-05,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001482,Terry Murphy,67032461250853,1967-03-24,M,Employed,43115.12,Single,Retail,KwaZulu-Natal,nicolekerr@example.com,+44(0)161 496 0098,419,2018-04-16,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001483,Pauline Howard-Arnold,70042945440899,1970-04-29,F,Employed,152815.04,Married,Business,Eastern Cape,barbarareid@example.com,+44(0)306 999 0280,502,2015-08-08,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001484,Chloe Patel,62050576260844,1962-05-05,M,Self-Employed,153193.35,Widowed,Business,KwaZulu-Natal,rstephens@example.org,+44(0)1154960130,486,2023-06-21,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001485,Ms Carly Powell,63112662390822,1963-11-26,M,Unemployed,4734.86,Married,Retail,North West,irene56@example.org,+4420 74960305,300,2019-05-28,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001486,Mohammad Henry,56120392160875,1956-12-03,M,Unemployed,1137.67,Divorced,Retail,Limpopo,bdavies@example.com,+44(0)141 4960507,300,2016-05-30,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001487,Miss Kerry Wright,76071553210878,1976-07-15,M,Self-Employed,27229.43,Single,Retail,Gauteng,helen01@example.org,+44(0)1144960175,300,2019-07-09,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001488,Sophie Parker,59012840380886,1959-01-28,F,Employed,17348.65,Single,Retail,North West,joan52@example.net,+44(0)1144960277,345,2022-07-07,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001489,Nicola Walker,95071958030889,1995-07-19,M,Self-Employed,499442.47,Married,Private Banking,Gauteng,mjackson@example.org,0141 496 0061,850,2015-01-25,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001490,Mr Antony Howard,98060583380828,1998-06-05,M,Employed,17877.59,Married,Retail,Northern Cape,wwhittaker@example.org,+44(0)1614960987,323,2020-03-10,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001491,Carl Davis,97032869660849,1997-03-28,M,Self-Employed,9613.72,Married,Youth,KwaZulu-Natal,egibson@example.org,+44(0)292018872,315,2023-07-23,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001492,Dr Maurice Buckley,53052156930894,1953-05-21,M,Contract,31083.68,Single,Retail,KwaZulu-Natal,dosborne@example.net,(0117) 496 0994,377,2020-10-22,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001493,Dominic Mills,80031999210883,1980-03-19,M,Self-Employed,26905.11,Single,Retail,Gauteng,istanley@example.net,+441414960263,300,2020-02-29,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001494,Angela Singh,61100481150843,1961-10-04,M,Retired,5320.29,Single,Private Banking,Gauteng,jeremywebb@example.net,+4428 9018 0891,348,2015-08-11,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001495,Mrs Aimee Lee,83101918070835,1983-10-19,F,Self-Employed,52020.64,Divorced,Business,Gauteng,joshfoster@example.org,+44151 4960792,398,2015-12-13,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001496,Christian Murphy-Adams,63110345850853,1963-11-03,F,Self-Employed,167877.3,Single,Business,Limpopo,mohammed61@example.org,+44151 496 0763,456,2015-08-13,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001497,Holly Parsons,64072219610827,1964-07-22,F,Employed,25896.6,Married,Retail,Western Cape,julian57@example.com,01614960418,378,2018-01-11,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001498,Vincent O'Neill,66032373070868,1966-03-23,M,Unemployed,1168.12,Married,Retail,KwaZulu-Natal,katie90@example.org,+44(0)808 1570238,300,2022-04-15,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001499,Timothy Macdonald-Mason,64110765290856,1964-11-07,M,Employed,25213.97,Single,Retail,North West,brownmathew@example.net,(028) 9018019,390,2016-03-14,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001500,Mr Harry Thompson,89040704710856,1989-04-07,F,Unemployed,2025.19,Married,Senior,Gauteng,francescook@example.org,+44(0)151 4960107,300,2018-09-27,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001501,Dr Deborah Khan,53120293550840,1953-12-02,M,Employed,16272.88,Single,Retail,Eastern Cape,ghowarth@example.com,0151 496 0580,390,2021-08-31,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001502,Miss Marilyn Baldwin,86111168420841,1986-11-11,M,Employed,24154.51,Married,Youth,Western Cape,sandra22@example.org,+44(0)2074960125,343,2016-02-03,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001503,Gavin Ford,82090771350835,1982-09-07,M,Contract,91544.17,Married,Business,Gauteng,rachelfrancis@example.org,0151 496 0522,458,2018-04-05,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001504,Dr Leonard Dawson,71042452840898,1971-04-24,M,Employed,9717.95,Single,Retail,Limpopo,williamsadrian@example.org,(0115) 4960291,328,2021-05-05,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001505,Dr Robert Lewis,89110769730819,1989-11-07,M,Contract,194955.53,Single,Business,KwaZulu-Natal,daveyshannon@example.net,0121 496 0320,496,2020-05-26,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001506,Donna Brooks,75072556440856,1975-07-25,M,Employed,413832.62,Single,Private Banking,Gauteng,mandy71@example.net,0808 157 0212,775,2022-09-29,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001507,Valerie Bibi-Ellis,90041143330873,1990-04-11,F,Unemployed,2035.31,Single,Youth,Western Cape,john99@example.net,+44(0)3069990471,300,2018-09-19,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001508,Richard Cole,70122933230813,1970-12-29,F,Self-Employed,23129.0,Married,Retail,Limpopo,hayleyhopkins@example.net,0161 496 0820,319,2015-09-07,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001509,Joanne Mason-Rogers,97112830620844,1997-11-28,F,Self-Employed,39904.71,Married,Retail,Gauteng,alexandra10@example.org,+44(0)1134960129,305,2016-05-12,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001510,Susan Goddard,71061730290869,1971-06-17,F,Employed,21224.3,Single,Retail,Western Cape,thomasjason@example.org,(0808) 157 0048,312,2023-04-21,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001511,Clare Lewis,77100631980898,1977-10-06,F,Employed,28993.95,Single,Retail,Eastern Cape,clarkraymond@example.org,+44(0)28 9018441,405,2021-07-22,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001512,Mr Joseph Garner,92012946170896,1992-01-29,F,Contract,120925.67,Married,Business,Limpopo,neil35@example.org,+441414960489,432,2022-07-25,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001513,Victoria Miah,67052922000873,1967-05-29,F,Employed,13025.89,Single,Youth,Eastern Cape,hollie76@example.com,(0113) 4960420,307,2020-09-23,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001514,Ruth Mills,83010177100868,1983-01-01,M,Employed,31661.57,Single,Retail,Gauteng,edward45@example.com,0808 1570628,352,2023-04-17,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001515,Sean Henderson,89071282880885,1989-07-12,M,Self-Employed,110459.43,Married,Business,Western Cape,lindseymarsden@example.com,09098790158,413,2023-01-15,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001516,Jean Payne,91060371970891,1991-06-03,M,Employed,33609.18,Single,Business,Eastern Cape,lholden@example.org,+44(0)292018901,402,2015-08-06,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001517,Mohammed Bailey-Potts,75041327480835,1975-04-13,F,Employed,38132.17,Single,Retail,Gauteng,ronald29@example.net,0115 496 0243,413,2022-11-13,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001518,Alan Oliver-Ashton,84040529530840,1984-04-05,F,Employed,12186.76,Married,Retail,KwaZulu-Natal,paulwilliams@example.net,+4428 9018 0448,332,2017-04-19,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001519,Mrs Lisa Evans,95021385760857,1995-02-13,M,Employed,108895.29,Single,Business,KwaZulu-Natal,allan85@example.com,0808 157 0856,432,2020-10-15,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001520,Marcus Evans,97042746220870,1997-04-27,F,Contract,16598.02,Single,Youth,Limpopo,woodwardanthony@example.org,+44(0)118 4960033,300,2016-08-13,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001521,Marcus Stephenson,87072472180860,1987-07-24,M,Employed,149936.03,Divorced,Business,Gauteng,walshtom@example.net,+44(0)1184960496,545,2021-04-21,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001522,Lisa Glover,64071631670886,1964-07-16,F,Retired,11161.95,Single,Retail,Gauteng,hughwade@example.net,+44116 4960174,311,2023-04-21,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001523,Mandy Morris-Grant,67120191180858,1967-12-01,M,Employed,35215.29,Married,Retail,Western Cape,nicolaharris@example.com,+44(0)2074960359,326,2020-07-21,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001524,Janice Atkinson,62060255200865,1962-06-02,M,Employed,12859.95,Married,Retail,KwaZulu-Natal,waynecollins@example.com,+44(0)131 496 0897,314,2016-07-12,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001525,Jack Mahmood,72060667090845,1972-06-06,M,Self-Employed,141085.74,Divorced,Business,Eastern Cape,sophiebarnett@example.com,+44(0)909 8790507,506,2017-07-04,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001526,Mr Roger John,54090660360820,1954-09-06,M,Employed,427062.35,Single,Private Banking,Gauteng,fkay@example.com,02074960567,782,2022-07-30,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001527,Ms Zoe Woods,93021164500853,1993-02-11,M,Self-Employed,40909.43,Married,Retail,Gauteng,ruthmay@example.org,01134960667,304,2022-03-05,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001528,Adrian Brown,83042173390857,1983-04-21,M,Contract,323417.93,Married,Private Banking,KwaZulu-Natal,neilobrien@example.net,0151 496 0437,657,2016-09-25,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001529,Jeffrey Reeves-Marshall,99100201810878,1999-10-02,F,Employed,83192.18,Single,Business,Mpumalanga,allenrichard@example.net,(0909) 879 0685,468,2018-05-17,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001530,Suzanne Hayward,59031600640883,1959-03-16,F,Contract,57770.61,Single,Business,Eastern Cape,brownkatherine@example.com,0114 4960211,364,2022-01-17,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001531,Lynne Moran,96041477200889,1996-04-14,M,Employed,16675.65,Married,Senior,KwaZulu-Natal,shannon52@example.com,(0116) 4960318,327,2018-06-27,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001532,Terence Lloyd,61030925090875,1961-03-09,F,Employed,27979.05,Single,Retail,Free State,nicholaswright@example.org,+44116 496 0250,401,2023-01-24,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001533,Dr Linda Robinson,75072907170853,1975-07-29,F,Employed,8926.6,Married,Youth,Western Cape,zoelong@example.net,0808 1570901,363,2015-01-27,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001534,Ms Barbara Brown,57071165180861,1957-07-11,M,Unemployed,7620.12,Married,Retail,Western Cape,joneskevin@example.com,(0151)4960240,300,2020-06-09,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001535,Dr Stanley Watson,64052098810828,1964-05-20,M,Employed,41194.01,Married,Retail,Gauteng,stuarthardy@example.net,+44161 4960168,388,2021-12-29,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001536,Dean Pollard-Wilkinson,74062276460857,1974-06-22,M,Contract,5659.14,Single,Youth,North West,clifford14@example.com,+44(0)114 496 0965,300,2022-09-18,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001537,Gordon Carter,90042497160858,1990-04-24,M,Employed,16239.24,Single,Youth,KwaZulu-Natal,jade37@example.net,0289018122,357,2017-04-02,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001538,Denise Mahmood,96012132520848,1996-01-21,F,Employed,164182.49,Single,Business,Western Cape,shahheather@example.com,+441632 960760,547,2016-04-14,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001539,Nicola Pearce,63032286590833,1963-03-22,M,Employed,71716.63,Married,Business,Gauteng,ksmith@example.net,(020)74960121,390,2015-10-03,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001540,Reece Tyler,89040109240840,1989-04-01,F,Contract,119062.36,Divorced,Business,Western Cape,christineleonard@example.com,+44(0)114 4960012,464,2015-01-01,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001541,Steven Ward,58032501100868,1958-03-25,F,Self-Employed,250516.59,Married,Private Banking,Gauteng,phillip27@example.com,+44141 496 0172,640,2016-09-18,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001542,Dr Alan Graham,69120272620827,1969-12-02,M,Employed,15272.21,Single,Retail,Gauteng,uhughes@example.net,0114 496 0627,356,2021-10-09,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001543,Jay Wilson,90062219620857,1990-06-22,F,Contract,338189.7,Single,Private Banking,North West,stephanie87@example.com,+44(0)1314960775,677,2016-05-10,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001544,Mrs Naomi Smith,81051398210825,1981-05-13,M,Employed,44766.61,Married,Retail,Gauteng,gregorydonald@example.net,(029) 2018823,430,2020-10-30,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001545,Annette Ward-Nolan,52052321760833,1952-05-23,F,Unemployed,2922.3,Married,Retail,Western Cape,wmartin@example.org,0161 496 0587,300,2016-02-01,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001546,Miss Gillian Watkins,87032381520825,1987-03-23,M,Contract,28438.02,Divorced,Retail,Gauteng,coledawn@example.org,01164960332,300,2017-10-09,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001547,Debra Jones,54101223420816,1954-10-12,F,Self-Employed,85735.3,Single,Business,Eastern Cape,millerbrett@example.org,+449098790605,369,2017-04-16,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001548,Daniel Harris,85072721690893,1985-07-27,F,Contract,22538.97,Married,Youth,KwaZulu-Natal,colinpayne@example.com,(0114) 496 0894,300,2016-02-29,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001549,Mr Gareth Wallis,95011494600884,1995-01-14,M,Employed,176982.46,Divorced,Business,Gauteng,sullivanrebecca@example.org,+44(0)808 1570212,546,2020-04-24,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001550,Teresa Reynolds,83072016000841,1983-07-20,F,Self-Employed,12005.65,Married,Senior,Limpopo,dorothy40@example.net,01914960069,300,2015-04-11,CORE_BANKING,2026-04-18 13:21:48.668940
CUST001551,Bradley Murray,71022512890863,1971-02-25,F,Self-Employed,41298.11,Married,Retail,Eastern Cape,hudsonmaria@example.com,+44114 496 0829,300,2020-09-02,CORE_BANKING,2026-04-18 13:21:48.668940
